From Account, From Account Name,To Account, To Account Name ,Amount
1065540,rqwvvuq,798544,xzyvuu,27.0
549035,vuzqtv,578857,vxyyvx,823.0
1095235,rqzvstv,362962,twszws,981.0
619066,wrzqww,217704,srxxqu,916.0
1099248,rqzzsuy,318438,tryuty,12.0
324919,tsuzrz,816839,yrwytz,325.0
454474,uvuuxu,889943,yyzzut,12.0
644415,wuuurv,901563,zqrvwt,400.0
738039,xtyqtz,660637,wwqwtx,339.0
236852,stwyvs,839433,ytzutt,343.0
315157,trvrvx,702011,xqsqrr,288.0
294518,szuvry,141209,rursqz,981.0
663376,wwttxw,270162,sxqrws,292.0
1060601,rqwqwqr,377846,txxyuw,479.0
490824,uzqysu,680293,wyqszt,64.0
481714,uyrxru,460294,uwqszu,228.0
747321,xuxtsr,992941,zzszur,469.0
710189,xrqryz,418289,urysyz,174.0
411435,urrutv,192876,rzsyxw,190.0
737047,xtxqux,286963,sywzwt,201.0
308126,tqyrsw,985206,zyvsqw,891.0
1046220,rquwssq,923532,zstvts,918.0
808173,yqyrxt,377601,txxwqr,338.0
442348,uustuy,514721,vruxsr,414.0
1015021,rqrvqsr,978638,zxywty,923.0
714894,xruyzu,854959,yvuzvz,880.0
653758,wvtxvy,933105,zttrqv,312.0
1090323,rqzqtst,153694,rvtwzu,24.0
991043,zzrqut,310339,trqttz,680.0
1078767,rqxyxwx,690347,wzqtux,507.0
614544,wruvuu,629199,wszrzz,713.0
191843,rzryut,1009122,rqqzrss,515.0
714101,xrurqr,710085,xrqqyv,363.0
786385,xywtyv,772072,xxsqxs,559.0
829426,yszusw,1058359,rqvytvz,272.0
218965,sryzwv,1045390,rquvtzq,449.0
527300,vsxtqq,691325,wzrtsv,852.0
569862,vwzyws,820335,ysqttv,471.0
578001,vxyqqr,326198,tswrzy,909.0
1008994,rqqyzzu,1057801,rqvxyqr,45.0
819880,yrzyyq,558661,vvywwr,471.0
262067,swsqwx,1002460,rqqsuwq,543.0
320085,tsqqyv,602318,wqstry,532.0
311733,trrxtt,923327,zsttsx,124.0
406015,uqwqrv,961658,zwrwvy,520.0
229142,sszrus,216876,srwyxw,874.0
213276,srtsxw,156061,rvwqwr,11.0
417028,urxqsy,696704,wzwxqu,233.0
398043,tzyqut,183158,rytrvy,95.0
886513,yywvrt,253735,svtxtv,776.0
572703,vxsxqt,1082981,rqyszyr,744.0
227074,ssxqxu,204025,squqsv,60.0
1067374,rqwxtxu,1002209,rqqssqz,670.0
958343,zvytut,593842,vztyus,716.0
708966,xqyzww,535023,vtvqst,738.0
176119,rxwrrz,106074,rqwqxu,828.0
594971,vzuzxr,705519,xqvvrz,361.0
292043,szsqut,178045,rxyquv,233.0
1049650,rquzwvq,742674,xuswxu,716.0
548409,vuyuqz,168460,rwyuwq,469.0
1083618,rqytwry,898797,yzyxzx,92.0
993761,zztxwr,1016779,rqrwxxz,246.0
1032558,rqtsvvy,108824,rqyysu,601.0
150587,rvqvyx,495253,uzvsvt,893.0
904304,zqutqu,995453,zzvuvt,509.0
364613,twuwrt,427563,usxvwt,680.0
268057,swyqvx,225607,ssvwqx,591.0
1041291,rqurszr,539219,vtzsrz,72.0
314249,trusuz,243816,sutyrw,300.0
1076497,rqxwuzx,212411,srsurr,255.0
130044,rtqquu,1049926,rquzzsw,470.0
983010,zytqrq,752475,xvsuxv,836.0
550874,vvqyxu,123290,rstszq,835.0
734434,xtuutu,560091,vwqqzr,481.0
843276,yutsxw,486302,uywtqs,948.0
718683,xrywyt,977780,zxxxyq,914.0
1087079,rqyxqxz,911217,zrrsrx,869.0
742626,xuswsw,808829,yqyysz,998.0
1098596,rqzyvzw,503017,vqtqrx,51.0
910478,zrquxy,476219,uxwsrz,360.0
1001942,rqqrzus,629623,wszwst,286.0
327912,tsxzrs,644815,wuuyrv,869.0
402537,uqsvtx,104527,rquvsx,605.0
189695,ryzwzv,440605,uuqwqv,87.0
695902,wzvzqs,175608,rxvwqy,251.0
962180,zwsryq,428683,usywyt,386.0
492355,uzstvv,220019,ssqqrz,168.0
1097590,rqzxvzq,218547,sryvux,446.0
109208,rqzsqy,802356,yqstvw,866.0
1025632,rqsvwts,484388,uyutyy,406.0
841659,yurwvz,1037814,rqtxyru,650.0
847035,yuxqtv,150470,rvquxq,265.0
446441,uuwuur,186365,rywtwv,993.0
416393,urwtzt,375701,txvxqr,565.0
670718,wxqxry,558938,vvyzty,767.0
949666,zuzwww,710505,xrqvqv,547.0
506577,vqwvxx,845092,yuvqzs,709.0
406676,uqwwxw,744975,xuuzxv,731.0
258550,svyvvq,430670,utqwxq,363.0
512202,vrssqs,617332,wrxtts,409.0
326299,tswszz,1041940,rqurzuq,33.0
430627,utqwsx,472583,uxsvyt,314.0
380936,tyqztw,661266,wwrsww,403.0
464107,uwurqx,668843,wwyyut,682.0
804713,yquxrt,794058,xzuqvy,960.0
833807,yttyqx,272034,sxsqtu,155.0
380919,tyqzrz,343097,tutqzx,142.0
807509,yqxvqz,517555,vrxvvv,546.0
333667,tttwwx,914148,zruruy,837.0
159912,rvzzrs,809222,yqzsss,267.0
563483,vwtuyt,940756,zuqxvw,467.0
550717,vvqxrx,548341,vuytur,959.0
216517,srwvrx,1027486,rqsxuyw,878.0
464608,uwuwqy,824198,ysurzy,162.0
1017671,rqrxwxr,316406,trwuqw,83.0
860570,ywqvxq,257989,svxzyz,185.0
657828,wvxysy,414304,urutqu,373.0
727474,xsxuxu,148671,ruywxr,869.0
359898,tvzyzy,647741,wuxxur,248.0
983018,zytqry,635829,wtvysz,170.0
681225,wyrssv,549021,vuzqsr,111.0
200257,sqqsvx,418948,uryzuy,875.0
776873,xxwyxt,161483,rwruyt,887.0
868745,ywyxuv,589531,vyzvtr,982.0
402206,uqssqw,580260,vyqswq,769.0
587748,vyxxuy,653493,wvtuzt,136.0
996769,zzwxwz,937127,ztxrsx,598.0
752471,xvsuxr,791827,xzrysx,586.0
499110,uzzrrq,1002584,rqqsvyu,342.0
438384,utytyu,1024583,rqsuvyt,915.0
251416,svrurw,574595,vxuvzv,439.0
755052,xvvqvs,1028564,rqsyvwu,963.0
663469,wwtuwz,1064705,rqwuxqv,549.0
943663,zutwwt,178285,rxysyv,397.0
561702,vwrxqs,879905,yxzzqv,53.0
535926,vtvzsw,712949,xrszuz,264.0
907392,zqxtzs,1097926,rqzxzsw,511.0
899212,yzzsrs,583784,vytxyu,934.0
585385,vyvtyv,943006,zutqqw,846.0
260536,swqvtw,214553,sruvvt,159.0
918975,zryzxv,445132,uuvrts,387.0
112098,rrsqzy,921536,zsrvtw,174.0
114986,rruzyw,511776,vrrxxw,596.0
1006568,rqqwvwy,872493,yxsuzt,199.0
381782,tyrxys,726839,xswytz,489.0
668520,wwyvsq,709406,xqzuqw,897.0
721253,xsrsvt,584038,vyuqty,613.0
587052,vyxqvs,959191,zvzrzr,48.0
992468,zzsuwy,145603,ruvwqt,253.0
1021891,rqsryzr,614841,wruyur,178.0
421935,usrztv,195058,rzvqvy,757.0
350969,tvqzwz,427378,usxtxy,40.0
253146,svtruw,911238,zrrsty,94.0
1008623,rqqywst,822582,yssvys,982.0
371385,txrtyv,214493,sruuzt,359.0
522640,vsswuq,794492,xzuuzs,32.0
803453,yqtuvt,371213,txrsrt,810.0
720659,xsqwvz,361621,twrwsr,903.0
1087929,rqyxzsz,520320,vsqtsq,486.0
210590,srqvzq,806873,yqwyxt,382.0
291951,szrzvr,582040,vysquq,637.0
772009,xxsqqz,562190,vwsrzq,176.0
969200,zwzsqq,621570,wsrvxq,915.0
345016,tuvqrw,865720,ywvxsq,731.0
979038,zxzqty,679484,wxzuyu,17.0
564688,vwuwyy,386626,tywwsw,162.0
483599,uytvzz,743883,xutyyt,96.0
386105,tywrqv,858588,yvyvyy,738.0
880615,yyqwrv,361821,twrysr,816.0
897142,yzxrus,934356,ztutvw,726.0
746811,xuwyrr,994700,zzuxqq,803.0
611136,wrrrtw,120446,rsquuw,979.0
676589,wxwvyz,512589,vrsvyz,12.0
591533,vzrvtt,962208,zwssqy,477.0
891704,yzrxqu,205297,sqvszx,47.0
761426,xwrusw,136534,rtwvtu,190.0
881099,yyrqzz,454925,uvuzsv,424.0
393232,tztsts,918092,zryqzs,375.0
618858,wryyvy,556717,vvwxrx,38.0
1056784,rqvwxyu,165569,rwvvwz,236.0
662001,wwsqqr,229478,sszuxy,530.0
453722,uvtxss,620291,wsqszr,387.0
700670,xqqwxq,721704,xsrxqu,636.0
353949,tvtzuz,307973,tqxzxt,609.0
237972,stxzxs,223466,sstuww,988.0
111308,rrrtqy,811401,yrruqr,955.0
149424,ruzusu,1093199,rqztrzz,366.0
720088,xsqqyy,863032,ywtqts,965.0
420549,usqvuz,1031893,rqtryzt,324.0
836288,ytwsyy,419055,urzqvv,29.0
129519,rszvrz,895616,yzvwrw,285.0
906937,zqwztx,160840,rwqyuq,529.0
1014251,rqrusvr,1088963,rqyyzwt,407.0
896983,yzwzyt,774127,xxursx,530.0
1079779,rqxzxxz,233241,sttsur,921.0
814035,yruqtv,779420,xxzusq,206.0
1067155,rqwxrvv,420054,usqqvu,174.0
1040004,rquqqqu,915035,zrvqtv,649.0
619607,wrzwqx,626596,wswvzw,21.0
250158,svqrvy,291103,szrrqt,387.0
757869,xvxywz,561710,vwrxrq,577.0
876796,yxwxzw,584248,vyusuy,763.0
272378,sxstxy,888297,yyyszx,891.0
352518,tvsvry,411109,urrrqz,502.0
437210,utxsrq,886475,yywuxv,887.0
1098563,rqzyvwt,706480,xqwuyq,522.0
672072,wxsqxs,558680,vvywyq,909.0
178989,rxyzyz,318703,tryxqt,30.0
1053994,rqvtzzu,843915,yutzrv,209.0
834203,ytusqt,848748,yuyxuy,249.0
613647,wrtwux,769177,xwzrxx,260.0
1051457,rqvruvx,441105,uurrqv,178.0
414826,uruysw,243076,sutqxw,945.0
750675,xvqwxv,119112,rrzrrs,541.0
759316,xvztrw,135419,rtvurz,503.0
962258,zwssvy,702203,xqssqt,280.0
481633,uyrwtt,211398,srrtzy,275.0
707826,xqxysw,1091176,rqzrrxw,583.0
844827,yuuysx,211133,srrrtt,273.0
1062812,rqwsyrs,492061,uzsqwr,544.0
175715,rxvxrv,194872,rzuyxs,50.0
834695,ytuwzv,172528,rxsvsy,269.0
101262,rqrsws,994500,zzuvqq,625.0
382564,tysvwu,1026861,rqswywr,910.0
170182,rxqrys,637844,wtxyuu,196.0
773142,xxtrus,165272,rwvsxs,349.0
463485,uwtuyv,342114,tusrru,204.0
329721,tszxsr,602187,wqsryx,127.0
579769,vxzxwz,598793,vzyxzt,758.0
120937,rsqztx,650982,wvqzys,88.0
839052,ytzqvs,319751,trzxvr,150.0
744146,xuuruw,100683,rqqwyt,138.0
735869,xtvywz,1022964,rqsszwu,148.0
764089,xwuqyz,455550,uvvvvq,409.0
274484,sxuuyu,310096,trqqzw,559.0
754759,xvuxvz,992475,zzsuxv,426.0
214963,sruzwt,999746,zzzxuw,902.0
651584,wvrvyu,518812,vryyrs,878.0
100648,rqqwuy,479856,uxzyvw,280.0
561334,vwrttu,359939,tvzztz,487.0
982685,zyswyv,463534,uwtvtu,617.0
254117,svurrx,123178,rstrxy,263.0
188513,ryyvrt,284103,syurqt,462.0
258620,svywsq,883602,yytwqs,203.0
139240,rtzsuq,941339,zurttz,47.0
345738,tuvxty,997812,zzxyrs,165.0
727483,xsxuyt,696518,wzwvry,138.0
350100,tvqrqq,678817,wxyyrx,237.0
284206,syusqw,740950,xuqzvq,944.0
145341,ruvtur,712640,xrswuq,78.0
893702,yztxqs,799107,xzzrqx,420.0
243864,sutywu,602871,wqsyxr,131.0
567298,vwxszy,932018,ztsqry,522.0
653506,wvtvqw,726274,xswsxu,716.0
271778,sxrxxy,815080,yrvqyq,418.0
485658,uyvwvy,632275,wtssxv,541.0
551980,vvrzyq,134600,rtuwqq,897.0
744706,xuuxqw,918005,zryqqv,847.0
407434,uqxutu,246907,suwzqx,780.0
583975,vytzxv,257425,svxusv,332.0
561852,vwryvs,703826,xqtysw,108.0
741850,xuryvq,215054,srvqvu,220.0
249466,suzuww,217361,srxtwr,271.0
159137,rvzrtx,987756,zyxxvw,117.0
502530,vqsvtq,471275,uxrsxv,544.0
824970,ysuzxq,174546,rxuvuw,991.0
996403,zzwuqt,109532,rqzvts,656.0
226302,sswtqs,381739,tyrxtz,16.0
231076,strqxw,785134,xyvrtu,113.0
594752,vzuxvs,251472,svruxs,342.0
294308,szutqy,486870,uywyxq,252.0
727081,xsxqyr,263327,swttsx,112.0
963025,zwtqsv,133425,rttusv,383.0
317385,trxtyv,368561,twyvwr,982.0
579883,vxzyyt,167313,rwxtrt,56.0
907708,zqxxqy,594448,vzuuuy,937.0
967706,zwxxqw,245221,suvssr,486.0
1029084,rqszqyu,860146,ywqruw,325.0
851137,yvrrtx,825830,ysvytq,35.0
439839,utzytz,951744,zvrxuu,750.0
317095,trxqzv,211796,srrxzw,77.0
187210,ryxsrq,700348,xqqtuy,454.0
953021,zvtqsr,770942,xxqzus,947.0
301193,tqrrzt,1055312,rqvvtrs,559.0
112783,rrsxyt,598847,vzyyux,207.0
851790,yvrxzq,1074451,rqxuuvr,311.0
454647,uvuwux,837767,ytxxwx,727.0
1058073,rqvyqxt,1055496,rqvvuzw,470.0
226313,sswtrt,1056154,rqvwrvu,953.0
1060726,rqwqxsw,852082,yvsqys,463.0
737941,xtxzur,855167,yvvrwx,783.0
878808,yxyyqy,142714,rusxru,11.0
499527,uzzvsx,670509,wxqvqz,785.0
654323,wvutst,1089407,rqyzuqx,154.0
681580,wyrvyq,199326,rzztsw,538.0
410071,urqqxr,858702,yvyxqs,572.0
653546,wvtvuw,955152,zvvrvs,286.0
774666,xxuwww,400033,uqqqtt,123.0
176004,rxwqqu,553387,vvttyx,228.0
734183,xturyt,570017,vxqqrx,579.0
277528,sxxvsy,199499,rzzuzz,815.0
819040,yrzquq,566520,vwwvsq,302.0
497222,uzxsss,305062,tqvqws,244.0
531970,vtrzxq,524367,vsutwx,278.0
770802,xxqyqs,981265,zyrswv,456.0
975396,zxvtzw,1082477,rqysuxx,274.0
473850,uxtyvq,708373,xqytxt,47.0
255741,svvxur,412632,urswts,348.0
411690,urrwzq,426400,uswuqq,220.0
841635,yurwtv,256496,svwuzw,356.0
833458,yttuvy,112118,rrsrry,652.0
270959,sxqzvz,246055,suwqvv,290.0
100089,rqqqyz,704191,xqurzr,630.0
756405,xvwuqv,1066697,rqwwwzx,238.0
834059,ytuqvz,799880,xzzyyq,964.0
899882,yzzyys,1063414,rqwturu,510.0
521205,vsrsqv,505307,vqvtqx,844.0
581896,vyryzw,951757,zvrxvx,417.0
786906,xywzqw,819454,yrzuvu,379.0
723675,xstwxv,275926,sxvzsw,711.0
321481,tsruyr,253510,svtvrq,286.0
206030,sqwqtq,337657,ttxwvx,331.0
903084,zqtqyu,250185,svqryv,507.0
256329,svwtsz,455507,uvvvqx,57.0
1044231,rquustr,994838,zzuyty,931.0
1079248,rqxzsuy,221733,ssrxtt,132.0
584878,vyuyxy,392649,tzswuz,591.0
938415,ztyurv,1013693,rqrtwzt,997.0
921824,zsrysu,363359,twttvz,13.0
366999,twwzzz,1058327,rqvytsx,706.0
116915,rrwzrv,658136,wvyrtw,295.0
447423,uuxust,101065,rqrqwv,720.0
259324,svztsu,670997,wxqzzx,740.0
1016698,rqrwwzy,686848,wywyuy,615.0
256540,svwvuq,390075,tzqqxv,973.0
358717,tvyxrx,237727,stxxsx,792.0
629036,wszqtw,849673,yuzwxt,817.0
1036625,rqtwwsv,965707,zwvxqx,873.0
683419,wyturz,218478,sryuxy,80.0
344380,tuutyq,524021,vsuqsr,460.0
694084,wzuqyu,681222,wyrsss,595.0
337661,ttxwwr,681369,wyrtwz,996.0
395224,tzvssu,907987,zqxzyx,202.0
1066367,rqwwtwx,261217,swrsrx,772.0
453070,uvtqxq,169936,rwzztw,418.0
575514,vxvvru,927122,zsxrss,69.0
534013,vtuqrt,151295,rvrszv,451.0
254071,svuqxr,661812,wwryrs,639.0
977057,zxxqvx,736577,xtwvxx,292.0
625675,wsvwxv,758558,xvyvvy,606.0
673686,wxtwyw,224361,ssutwr,92.0
324126,tsursw,865930,ywvztq,190.0
742808,xusyqy,592457,vzsuvx,973.0
791400,xzruqq,1001401,rqqruqr,165.0
551001,vvrqqr,513336,vrtttw,807.0
218485,sryuyv,1006823,rqqwyst,416.0
128935,rsyztv,979657,zxzwvx,235.0
340686,tuqwyw,722667,xsswwx,281.0
748492,xuyuzs,650223,wvqsst,397.0
539367,vtztwx,446468,uuwuwy,707.0
354064,tvuqwu,304914,tquzru,813.0
1035147,rqtvrux,514207,vrusqx,71.0
176268,rxwswy,669312,wwztrs,494.0
567426,vwxusw,493424,uztusu,726.0
304379,tqutxz,694536,wzuvtw,196.0
449324,uuztsu,350804,tvqyqu,263.0
507761,vqxxwr,314738,truxty,492.0
645013,wuvqrt,295258,szvsvy,44.0
526891,vswyzr,1055382,rqvvtys,739.0
810605,yrqwqv,177207,rxxsqx,279.0
581400,vyruqq,1056249,rqvwsuz,169.0
541236,vurstw,334899,ttuyzz,660.0
759381,xvztyr,581012,vyrqrs,869.0
187141,ryxrur,1048153,rquyrvt,838.0
305985,tqvzyv,256089,svwqyz,168.0
286925,sywzsv,548345,vuytuv,327.0
1056659,rqvwwvz,892997,yzszzx,534.0
248916,suyzrw,647620,wuxwsq,536.0
1067999,rqwxzzz,660670,wwqwxq,527.0
561197,vwrrzx,873623,yxtwst,508.0
735359,xtvtvz,636783,wtwxyt,406.0
589746,vyzxuw,302320,tqstsq,755.0
255287,svvsyx,451619,uvrwrz,82.0
391068,tzrqwy,811952,yrrzvs,473.0
623459,wstuvz,297630,szxwtq,670.0
901406,zqruqw,738588,xtyvyy,585.0
607401,wqxuqr,772581,xxsvyr,110.0
785304,xyvtqu,911939,zrrztz,52.0
760404,xwququ,855489,yvvuyz,131.0
321415,tsrurv,973311,zxttrr,770.0
1047122,rquxrss,1005356,rqqvtvw,791.0
175546,rxvvuw,383408,tytuqy,271.0
365606,twvwqw,649448,wuzuuy,621.0
848962,yuyzws,485030,uyvqtq,947.0
443546,uutvuw,651709,wvrxqz,879.0
414250,urusvq,329569,tszvwz,23.0
986626,zywwsw,382751,tysxvr,208.0
298385,szytyv,1065056,rqwvqvw,305.0
180818,ryqyry,983655,zytwvv,349.0
897160,yzxrwq,424013,usuqrt,816.0
206876,sqwyxw,431794,utrxzu,859.0
240532,suqvts,573212,vxtsrs,88.0
1030781,rqtqxyr,230800,stqyqq,985.0
803490,yqtuzq,769823,xwzyst,674.0
834248,ytusuy,944327,zuutsx,429.0
696215,wzwsrv,415644,urvwuu,559.0
340408,tuquqy,371107,txrrqx,700.0
801556,yqrvvw,952060,zvsqwq,904.0
1085621,rqyvwsr,445209,uuvsqz,249.0
1012608,rqrswqy,348170,tuyrxq,96.0
752061,xvsqwr,147745,ruxxuv,556.0
108616,rqywrw,158057,rvyqvx,840.0
311866,trryww,442719,uusxrz,692.0
295963,szvzwt,1064497,rqwuuzx,156.0
556746,vvwxuw,313993,trtzzt,693.0
396562,tzwvws,297811,szxyrr,407.0
768852,xwyyvs,872578,yxsvxy,565.0
223500,sstvqq,1001934,rqqrztu,932.0
365159,twvrvz,153581,rvtvyr,331.0
979375,zxztxv,383537,tytvtx,629.0
556345,vvwtuv,452412,uvsurs,615.0
161881,rwryyr,662668,wwswwy,605.0
528653,vsywvt,262107,swsrqx,875.0
1035363,rqtvtwt,221965,ssrzwv,230.0
291470,szruxq,109978,rqzzxy,717.0
399833,tzzytt,603351,wqttvr,656.0
934122,zturss,579437,vxzutx,862.0
601781,wqrxyr,786601,xywwqr,593.0
920508,zsqvqy,263384,swttyu,810.0
562053,vwsqvt,724560,xsuvwq,566.0
683146,wytruw,842485,yusuyv,693.0
611025,wrrqsv,282820,sysysq,422.0
307433,tqxutt,691100,wzrrqq,591.0
142434,rusutu,803111,yqtrrr,675.0
521688,vsrwyy,781776,xyrxxw,372.0
274817,sxuyrx,382788,tysxyy,253.0
698571,wzyvxr,938393,ztytzt,805.0
1052944,rqvszuu,159118,rvzrry,507.0
483402,uytuqs,968398,zwytzy,918.0
980175,zyqrxv,999030,zzzqtq,69.0
722270,xsssxq,460681,uwqwyr,101.0
122426,rssusw,667409,wwxuqz,883.0
548195,vuyrzv,714308,xrutqy,137.0
827138,ysxrty,748792,xuyxzs,216.0
951742,zvrxus,711311,xrrtrr,792.0
330914,ttqzru,251019,svrqrz,439.0
545370,vuvtxq,280631,syqwtr,267.0
941820,zurysq,649857,wuzyvx,444.0
901912,zqrzrs,952112,zvsrrs,861.0
347344,tuxtuu,108988,rqyzyy,949.0
589473,vyzuxt,924269,zsuswz,976.0
1099765,rqzzxwv,336447,ttwuux,228.0
187523,ryxvst,811956,yrrzvw,893.0
199071,rzzqxr,496830,uzwytq,119.0
330568,ttqvwy,1077721,rqxxxsr,957.0
806815,yqwyrv,871911,yxrzrr,354.0
364724,twuxsu,642662,wuswws,593.0
1060588,rqwqvyy,559199,vvzrzz,452.0
261320,swrtsq,667626,wwxwsw,279.0
1050527,rqvqvsx,735826,xtvysw,534.0
279382,sxztys,803245,yqtsuv,887.0
338276,ttysxw,981712,zyrxrs,284.0
1001573,rqqrvxt,365881,twvyyr,180.0
358507,tvyvqx,268043,swyqut,140.0
951807,zvryqx,815053,yrvqvt,856.0
580146,vyqruw,1036611,rqtwwrr,920.0
903923,zqtzst,220310,ssqtrq,779.0
120973,rsqzxt,343662,tutwws,339.0
1055943,rqvvzut,700615,xqqwrv,33.0
105610,rqvwrq,844123,yuurst,270.0
347842,tuxyus,632054,wtsqvu,516.0
549371,vuztxr,851122,yvrrss,32.0
455228,uvvssy,872592,yxsvzs,312.0
909917,zqzzrx,817797,yrxxzx,569.0
1082396,rqystzw,641667,wurwwx,601.0
164122,rwurss,370192,txqrzs,998.0
824184,ysuryu,249913,suzzrt,635.0
757921,xvxzsr,433644,uttwuu,713.0
616051,wrwqvr,487304,uyxtqu,166.0
175126,rxvrsw,727940,xsxzuq,59.0
254747,svuxux,148900,ruyzqq,632.0
329028,tszqsy,564625,vwuwsv,48.0
1053345,rqvttuv,1025664,rqsvwwu,44.0
134759,rtuxvz,676600,wxwwqq,963.0
884893,yyuyzt,415463,urvuwt,33.0
952565,zvsvwv,641857,wuryvx,22.0
748752,xuyxvs,180866,ryqyww,902.0
548779,vuyxxz,430537,utqvtx,980.0
929412,zszurs,150600,rvqwqq,670.0
983639,zytwtz,858153,yvyrvt,958.0
986688,zywwyy,203986,sqtzyw,487.0
703779,xqtxxz,414698,uruwzy,98.0
521787,vsrxyx,342107,tusrqx,309.0
399435,tzzutv,884492,yyuuzs,940.0
583087,vytqyx,441999,uurzzz,885.0
134164,rturwu,1090477,rqzquxx,424.0
296075,szwqxv,954627,zvuwsx,223.0
183329,ryttsz,933213,zttsrt,657.0
293403,sztuqt,165181,rwvryr,674.0
116931,rrwztr,172521,rxsvsr,109.0
1032874,rqtsyxu,189260,ryzswq,810.0
702819,xqsyrz,708335,xqyttv,853.0
553644,vvtwuu,513271,vrtsxr,224.0
240085,suqqyv,205246,sqvsuw,344.0
709113,xqzrrt,485035,uyvqtv,931.0
443910,uutzrq,803921,yqtzsr,712.0
437301,utxtqr,171771,rxrxxr,11.0
207241,sqxsur,524155,vsurvv,560.0
233876,sttyxw,873050,yxtqvq,340.0
889974,yyzzxu,425854,usvyvu,211.0
239266,stzsww,994329,zzutsz,865.0
729820,xszysq,478249,uxysuz,210.0
961162,zwrrws,734235,xtustv,630.0
778372,xxytxs,1081978,rqyrzxy,293.0
637684,wtxwyu,214401,sruuqr,26.0
735104,xtvrqu,238057,styqvx,676.0
917108,zrxrqy,188943,ryyzut,767.0
161207,rwrsqx,354753,tvuxvt,177.0
840751,yuqxvr,631025,wtrqsv,39.0
326785,tswxyv,744320,xuutsq,49.0
891498,yzruzy,422842,ussyus,943.0
376053,txwqvt,904354,zqutvu,342.0
1063262,rqwtsws,974848,zxuyuy,206.0
336125,ttwrsv,504124,vqursu,694.0
1008920,rqqyzsq,818590,yryvzq,314.0
1087829,rqyxysz,296496,szwuzw,65.0
383477,tytuxx,231890,stryzq,596.0
416390,urwtzq,897912,yzxzrs,548.0
523447,vstuux,423738,ustxty,274.0
117642,rrxwus,242976,suszxw,171.0
959708,zvzxqy,170721,rxqxsr,258.0
505374,vqvtxu,931010,ztrqrq,812.0
391904,tzrzqu,1037862,rqtxyws,82.0
278709,sxyxqz,231670,strwxq,378.0
672276,wxssxw,551788,vvrxyy,603.0
263447,swtuux,143332,ruttts,586.0
194179,rzurxz,1007253,rqqxsvt,809.0
794320,xzutsq,996705,zzwxqv,332.0
552442,vvsuus,306246,tqwsuw,500.0
742285,xussyv,958599,zvyvzz,934.0
303677,tqtwxx,760111,xwqrrr,346.0
454075,uvuqxv,749615,xuzwrv,306.0
553201,vvtsqr,746566,xuwvww,561.0
924169,zsurwz,481020,uyrqsq,360.0
991823,zzryst,992912,zzszrs,719.0
374638,txuwty,1069411,rqwzurr,638.0
410789,urqxyz,205966,sqvzww,993.0
391485,tzruyv,567773,vwxxxt,724.0
583987,vytzyx,255209,svvsqz,373.0
187073,ryxqxt,446250,uuwsvq,360.0
312243,trssut,631939,wtrztz,892.0
962654,zwswvu,886297,yywszx,196.0
757202,xvxsqs,377466,txxuww,89.0
447459,uuxuvz,437685,utxwyv,901.0
1048237,rquystx,870929,yxqzsz,479.0
163434,rwtutu,843541,yutvur,93.0
928088,zsyqyy,193394,rzttzu,101.0
855581,yvvvyr,265832,swvyts,582.0
178497,rxyuzx,729247,xszsux,914.0
521470,vsruxq,266934,swwztu,824.0
477616,uxxwrw,947117,zuxrrx,885.0
1096074,rqzwqxu,165945,rwvzuv,561.0
1001986,rqqrzyw,684510,wyuvrq,545.0
253915,svtzrv,645252,wuvsvs,751.0
775316,xxvtrw,606096,wqwqzw,44.0
869150,ywzrvq,798108,xzyrqy,414.0
518150,vryrvq,158449,rvyuuz,317.0
1094974,rqzuzxu,641585,wurvyv,950.0
135940,rtvzuq,906570,zqwvxq,737.0
418008,uryqqy,968866,zwyyww,966.0
817335,yrxttv,103554,rqtvvu,936.0
659746,wvzxuw,222911,ssszrr,263.0
157792,rvxxzs,1057714,rqvxxru,462.0
653006,wvtqqw,336682,ttwwys,688.0
380206,tyqsqw,879210,yxzsrq,665.0
866843,ywwyut,1078344,rqxytuu,218.0
243096,sutqzw,314176,trurxw,526.0
839900,ytzzqq,201463,sqruwt,483.0
657986,wvxzyw,945987,zuvzyx,595.0
786968,xywzwy,842080,yusqyq,152.0
762119,xwsrrz,913457,zrtuvx,140.0
404656,uquwvw,382633,tyswtt,282.0
970663,zxqwwt,935251,ztvsvr,278.0
966846,zwwyuw,905437,zqvutx,373.0
393000,tztqqq,605252,wqvsvs,757.0
282044,sysquu,844943,yuuzut,189.0
350138,tvqrty,1022175,rqssrxv,422.0
676005,wxwqqv,682176,wysrxw,521.0
1041960,rqurzwq,311699,trrwzz,364.0
288897,syyyzx,430625,utqwsv,375.0
1010210,rqrqsrq,409490,uqzuzq,587.0
672184,wxsryu,609588,wqzvyy,276.0
546147,vuwrux,707928,xqxzsy,877.0
1009725,rqqzxsv,440979,uuqzxz,44.0
555032,vvvqts,680464,wyquwu,943.0
805685,yqvwyv,185787,ryvxyx,279.0
695475,wzvuxv,1099781,rqzzxyr,527.0
823993,ystzzt,478477,uxyuxx,945.0
881551,yyrvvr,224612,ssuwrs,96.0
472454,uxsuvu,350000,tvqqqq,829.0
159338,rvztty,240071,suqqxr,577.0
310394,trqtzu,555456,vvvuvw,907.0
952055,zvsqvv,346890,tuwyzq,243.0
1001090,rqqrqzq,470448,uxquuy,69.0
